index,var_id,title,sub_id,sub_name,subcsa_id,subcsa_name,notes,vertical,unit,graph_id,graph_name,domain,turunan_variabel,turunan_variabel_id,vertical_variabel
143,214,Indikator Keparahan Kemiskinan (P2),23,Kemiskinan,0,NaN,Sumber: BPS Kota Dumai Melalui Survei Sosial Ekonomi Nasional Maret,1.0,Tidak Ada Satuan,1.0,bar,1473,Tidak Ada,0,Dumai
475,215,Jumlah Penduduk Menurut Jenis Kelamin dan Desa/Kelurahan di Kecamatan Langgam,12,Kependudukan,0,NaN,NaN,45.0,Jiwa,1.0,bar,1404,Laki-laki-Perempuan-Total,1,Segati-Sotol-Tambak-Langkan-Pangkalan Gondai-Penarikan-Langgam-Padang Luas-Kecamatan Langgam
1041,215,Jumlah Rumah Tangga,12,Kependudukan,0,NaN,NaN,7.0,Tidak Ada Satuan,1.0,bar,1410,Rumah Tangga,2,Tebing Tinggi Barat-Tebing Tinggi-Tebing Tinggi Timur-Rangsang-Rangsang Pesisir-Rangsang Barat-Merbau-Pulau Merbau-Tasik Putri Puyu-Kepulauan Meranti
1085,216,PDRB per Kapita Kabupaten Kepulauan Meranti,52,Produk Domestik Regional Bruto (Lapangan Usaha),0,NaN,"* 2021 : Angka Sementara
* 2022 : Angka Sangat Sementara",25.0,Juta Rupiah,1.0,bar,1410,PDRB per Kapita,2,Atas Dasar Harga Berlaku-Atas Dasar Harga Konstan 2010
476,216,Jumlah Penduduk Menurut Jenis Kelamin dan Desa/ Kelurahan di Kecamatan Bandar Seikijang,12,Kependudukan,0,NaN,NaN,46.0,Jiwa,1.0,bar,1404,Laki-laki-Perempuan-Total,1,Simpang Beringin-Sekijang-Lubuk Ogong-Muda Setia-Kiyap Jaya-Bandar Seikijang
104,216,Indeks Harga Konsumen,3,Inflasi,0,NaN,Sumber: BPS Kota Dumai Melalui Survei Harga Konsumen,56.0,Tidak Ada Satuan,1.0,bar,1473,Tidak Ada,0,Januari-Februari-Maret-April-Mei-Juni-Juli-Agustus-September-Oktober-November-Desember
477,217,Jumlah Penduduk Menurut Jenis Kelamin dan Desa/ Kelurahan di Kecamatan Bandar Petalangan,12,Kependudukan,0,NaN,NaN,47.0,Jiwa,1.0,bar,1404,Laki-laki-Perempuan-Total,1,Kuala Semundam-Rawang Empat-Tambun-Terbangiang-Lubuk Terap-Angkasa-Sialang Godang-Lubuk Raja-Lubuk Keranji Timur-Sialang Bungkuk-Air Terjun-Bandar Petalangan
105,217,Inflasi menurut Kelompok Pengeluaran,3,Inflasi,0,NaN,Sumber: BPS Kota Dumai Melalui Survei Harga Konsumen,61.0,Persen,1.0,bar,1473,Tidak Ada,0,"MAKANAN, MINUMAN DAN TEMBAKAU-PAKAIAN DAN ALAS KAKI-PERUMAHAN, AIR, LISTRIK, DAN BAHAN BAKAR RUMAH TANGGA-PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA-KESEHATAN-TRANSPORTASI-INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN-REKREASI, OLAHRAGA, DAN BUDAYA-PENDIDIKAN-PENYEDIAAN MAKANAN DAN MINUMAN/RESTORAN -PERAWATAN PRIBADI DAN JASA LAINNYA"
478,218,Jumlah Penduduk Menurut Jenis Kelamin dan Desa/ Kelurahan di Kecamatan Bunut,12,Kependudukan,0,NaN,NaN,48.0,Jiwa,1.0,bar,1404,Laki-laki-Perempuan-Total,1,Merbau-Petani-Pangkalan Bunut-Lubuk Mas-Balam Merah-Bagan Laguh-Sungai Buluh-Lubuk Mandian Gajah-Keriung-Sialang Kayu Batu-Kecamatan Bunut
106,218,IHK menurut Kelompok Pengeluaran,3,Inflasi,0,NaN,Sumber: BPS Kota Dumai Melalui Survei Harga Konsumen,61.0,Tidak Ada Satuan,1.0,bar,1473,Tidak Ada,0,"MAKANAN, MINUMAN DAN TEMBAKAU-PAKAIAN DAN ALAS KAKI-PERUMAHAN, AIR, LISTRIK, DAN BAHAN BAKAR RUMAH TANGGA-PERLENGKAPAN, PERALATAN DAN PEMELIHARAAN RUTIN RUMAH TANGGA-KESEHATAN-TRANSPORTASI-INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN-REKREASI, OLAHRAGA, DAN BUDAYA-PENDIDIKAN-PENYEDIAAN MAKANAN DAN MINUMAN/RESTORAN -PERAWATAN PRIBADI DAN JASA LAINNYA"
479,219,Jumlah Penduduk Menurut Jenis Kelamin dan Desa/ Kelurahan di Kecamatan Pelalawan,12,Kependudukan,0,NaN,NaN,49.0,Jiwa,1.0,bar,1404,Laki-laki-Perempuan-Total,1,Sungai Ara-Ransang-Kuala Tolam-Pelalawan-Telayap-Batang Nilo Kecil-Sering-Delik-Lalang Kabung-Kecamatan Pelalawan
135,219,Banyaknya Kamar Hotel dan Tempat Tidur,16,Pariwisata,0,NaN,NaN,62.0,Tidak Ada Satuan,1.0,bar,1473,Tidak Ada,0,Jumlah Kamar Hotel Bintang-Jumlah Tempat Tidur Hotel Bintang-Jumlah Kamar Hotel Non Bintang-Jumlah Tempat Tidur Hotel Non Bintang
480,220,Jumlah Penduduk Menurut Jenis Kelamin dan Desa/ Kelurahan di Kecamatan Pangkalan Kuras,12,Kependudukan,0,NaN,NaN,50.0,Jiwa,1.0,bar,1404,Laki-laki-Perempuan-Total,1,Tanjung Beringin-Talau-Kesuma-Betung-Sorek Satu-Sorek Dua-Dundangan-Surya Indah-Beringin Indah-Sialang Indah-Terantang Manuk-Palas-Harapan Jaya-Meranti-Kemang-Batang Kulim-Sido Mukti-Kecamatan Pangkalan Kuras
1016,220,Inflasi Kota Selatpanjang,3,Inflasi,0,NaN,NaN,26.0,Persen,1.0,bar,1410,Inflasi,2,Kota Selatpanjang
481,222,Jumlah Penduduk Menurut Jenis Kelamin dan Desa/ Kelurahan di Kecamatan Pangkalan Kerinci,12,Kependudukan,0,NaN,NaN,51.0,Jiwa,1.0,bar,1404,Laki-laki-Perempuan-Total,1,Rantau Baru-Kuala Terusan-Pangkalan Kerinci Kota-Mekar Jaya-Makmur-Pangkalan Kerinci Barat-Pangkalan Kerinci Timur-Kecamatan Pangkalan Kerinci
1022,223,Penduduk Kabupaten Kepulauan Meranti Umur 15 Tahun ke Atas yang Bekerja Seminggu yang Lalu Menurut Lapangan Pekerjaan Utama,6,Tenaga Kerja,0,NaN,NaN,27.0,Orang,1.0,bar,1410,Tidak Ada,0,"Pertanian, Kehutanan, dan Perikanan-Pertambangan dan Penggalian-Industri Pengolahan-Pengadaan Listrik dan Gas/ Pengadaan Air, Pengelolaan Sampah, Limbah, dan Daur Ulang-Bangunan-Perdagangan Besar dan Eceran; Reparasi dan Perawatan Mobil dan Sepeda Motor-Transportasi dan Pergudangan-Penyediaan Akomodasi Makan dan Minum-Informasi dan Komunikasi-Jasa Keuangan dan Asuransi/ Jasa Persewaan Bangunan/ Jasa Perusahaan-Administrasi Pemerintahan, Pertahanan, dan Jaminan Sosial-Jasa Pendidikan-Jasa Kesehatan dan Kegiatan Sosial-Jasa Lainnya-Jumlah"
1023,224,Penduduk Kabupaten Kepulauan Meranti Umur 15 Tahun ke Atas yang Bekerja Seminggu yang Lalu Menurut Status Pekerjaan Utama,6,Tenaga Kerja,0,NaN,NaN,28.0,Orang,1.0,bar,1410,Tidak Ada,0,Berusaha Sendiri-Berusaha Dibantu Buruh Tidak Tetap/Buruh Tidak Dibayar-Berusaha Dibantu Buruh Tetap/Buruh Dibayar-Buruh/Karyawan/Pegawai-Pekerja Bebas di Pertanian- Pekerja Bebas di Non Pertanian-Pekerja Keluarga-Jumlah
482,224,Jumlah Penduduk Menurut Jenis Kelamin dan Desa/ Kelurahan di Kecamatan Teluk Meranti,12,Kependudukan,0,NaN,NaN,52.0,Jiwa,1.0,bar,1404,Laki-laki-Perempuan-Total,1,Kuala Panduk-Petodaan-Teluk Meranti-Pulau Muda-Pangkalan Terap-Teluk Binjai-Gambut Mutiara-Labuhan Bilik-Segamai-Kecamatan Teluk Meranti
483,225,Jumlah Penduduk Menurut Jenis Kelamin dan Desa/ Kelurahan di Kecamatan Pangkalan Lesung,12,Kependudukan,0,NaN,NaN,53.0,Jiwa,1.0,bar,1404,Laki-laki-Perempuan-Total,1,Genduang-Rawang Sari-Sari Makmur-Mulia Subur-Mayang Sari-Sari Mulia-Dusun Tua-Pangkalan Lesung-Tanjung Kuyo-Pesaguan-Kecamatan Pangkalan Lesung
484,226,Jumlah Penduduk Menurut Jenis Kelamin dan Desa/ Kelurahan di Kecamatan Kerumutan,12,Kependudukan,0,NaN,NaN,54.0,Jiwa,1.0,bar,1404,Laki-laki-Perempuan-Total,1,Bukit Lembah Subur-Banjar Panjang-Kerumutan-Beringin Makmur-Pematang Tinggi-Pangkalan Tampol-Pangkalan Panduk-Tanjung Air Hitam-Mak Teduh-Lipai Bulan-Kecamatan Kerumutan
1024,227,Jumlah dan Persentase Penduduk Bekerja dan Pengangguran,6,Tenaga Kerja,0,NaN,NaN,29.0,Tidak Ada Satuan,1.0,bar,1410,Bekerja-Pengangguran,2,Persentase-Jumlah
485,227,Jumlah Penduduk Menurut Jenis Kelamin dan Desa/ Kelurahan di Kecamatan Kuala Kampar,12,Kependudukan,0,NaN,NaN,55.0,Jiwa,1.0,bar,1404,Laki-laki-Perempuan-Total,1,Serapung-Teluk-Teluk Dalam-Sokoi-Tanjung Sum-Sungai Solok-Sungai Upih-Teluk Beringin-Sungai Emas-Teluk Bakau-Kecamatan Kuala Kampar
486,228,Jumlah Penduduk Menurut Jenis Kelamin dan Desa/ Kelurahan di Kecamatan Ukui,12,Kependudukan,0,NaN,NaN,56.0,Jiwa,1.0,bar,1404,Laki-laki-Perempuan-Total,1,Silikuan Hulu-Lubuk Kembang Sari-Lubuk Kembang Bunga-Air Hitam-Kampung Baru-Ukui Satu-Ukui Dua-Bukit Gajah-Bukit Jaya-Air Emas-Tri Mulya Jaya-Bagan Limau-Kecamatan Ukui
1061,229,Persentase Rumah Tangga yang Memiliki Akses Terhadap Sumber Air Minum Layak,29,Perumahan,0,NaN,NaN,15.0,Persen,1.0,bar,1410,Tidak Ada,0,Kepulauan Meranti
487,229,"Jumlah Penduduk, Persentase Penduduk, dan Rasio Jenis Kelamin Menurut Desa/Kelurahan di Kecamatan Ukui",12,Kependudukan,0,NaN,NaN,56.0,Tidak Ada Satuan,1.0,bar,1404,Penduduk-Persentase Penduduk-Rasio Jenis Kelamin,2,Silikuan Hulu-Lubuk Kembang Sari-Lubuk Kembang Bunga-Air Hitam-Kampung Baru-Ukui Satu-Ukui Dua-Bukit Gajah-Bukit Jaya-Air Emas-Tri Mulya Jaya-Bagan Limau-Kecamatan Ukui
1062,231,Persentase Rumah Tangga Menurut Sumber Penerangan,29,Perumahan,0,NaN,NaN,30.0,Persen,1.0,bar,1410,Tidak Ada,0,Listrik PLN-Listrik Bukan PLN-Bukan Listrik
488,231,"Jumlah Penduduk, Persentase Penduduk, dan Rasio Jenis Kelamin Menurut Desa/Kelurahan di Kecamatan Teluk Meranti",12,Kependudukan,0,NaN,NaN,52.0,Tidak Ada Satuan,1.0,bar,1404,Penduduk-Persentase Penduduk-Rasio Jenis Kelamin,2,Kuala Panduk-Petodaan-Teluk Meranti-Pulau Muda-Pangkalan Terap-Teluk Binjai-Gambut Mutiara-Labuhan Bilik-Segamai-Kecamatan Teluk Meranti
489,232,"Jumlah Penduduk, Persentase Penduduk, dan Rasio Jenis Kelamin Menurut Desa/Kelurahan di Kecamatan Bandar Petalangan",12,Kependudukan,0,NaN,NaN,47.0,Tidak Ada Satuan,1.0,bar,1404,Penduduk-Persentase Penduduk-Rasio Jenis Kelamin,2,Kuala Semundam-Rawang Empat-Tambun-Terbangiang-Lubuk Terap-Angkasa-Sialang Godang-Lubuk Raja-Lubuk Keranji Timur-Sialang Bungkuk-Air Terjun-Bandar Petalangan
1063,233,Persentase Rumah Tangga Menurut Penggunaan Fasilitas Tempat Buang Air Besar di Kabupaten Kepulauan Meranti,29,Perumahan,0,NaN,NaN,31.0,Persen,1.0,bar,1410,Tidak Ada,0,Sendiri-Bersama-Umum-Tidak Digunakan-Tidak Ada-Jumlah
490,233,"Jumlah Penduduk, Persentase Penduduk, dan Rasio Jenis Kelamin Menurut Desa/Kelurahan di Kecamatan Bunut",12,Kependudukan,0,NaN,NaN,48.0,Tidak Ada Satuan,1.0,bar,1404,Penduduk-Persentase Penduduk-Rasio Jenis Kelamin,2,Merbau-Petani-Pangkalan Bunut-Lubuk Mas-Balam Merah-Bagan Laguh-Sungai Buluh-Lubuk Mandian Gajah-Keriung-Sialang Kayu Batu-Kecamatan Bunut
491,234,"Jumlah Penduduk, Persentase Penduduk, dan Rasio Jenis Kelamin Menurut Desa/Kelurahan di Kecamatan Pelalawan",12,Kependudukan,0,NaN,NaN,49.0,Tidak Ada Satuan,1.0,bar,1404,Penduduk-Persentase Penduduk-Rasio Jenis Kelamin,2,Sungai Ara-Ransang-Kuala Tolam-Pelalawan-Telayap-Batang Nilo Kecil-Sering-Delik-Lalang Kabung-Kecamatan Pelalawan
1064,235,Persentase Rumah Tangga menurut Jenis Kloset yang Digunakan Rumah Tangga di Kabupaten Kepulauan Meranti,29,Perumahan,0,NaN,"Data tahun 2021, plengsengan dengan tutup dan plengsengan tanpa tutup digabung",32.0,Persen,1.0,bar,1410,Tidak Ada,0,Leher Angsa-Plengsengan dengan Tutup-Plengsengan Tanpa Tutup-Cempluk/Cubluk-Jumlah
492,235,"Jumlah Penduduk, Persentase Penduduk, dan Rasio Jenis Kelamin Menurut Desa/Kelurahan di Kecamatan Pangkalan Kuras",12,Kependudukan,0,NaN,NaN,50.0,Tidak Ada Satuan,1.0,bar,1404,Penduduk-Persentase Penduduk-Rasio Jenis Kelamin,2,Tanjung Beringin-Talau-Kesuma-Betung-Sorek Satu-Sorek Dua-Dundangan-Surya Indah-Beringin Indah-Sialang Indah-Terantang Manuk-Palas-Harapan Jaya-Meranti-Kemang-Batang Kulim-Sido Mukti-Kecamatan Pangkalan Kuras
1065,236,Persentase Rumah Tangga menurut Tempat Pembuangan Akhir Tinja di Kabupaten Kepulauan Meranti,29,Perumahan,0,NaN,NaN,33.0,Persen,1.0,bar,1410,Tidak Ada,0,"Tangki Septik, IPAL-Kolam/Sawah/Sungai/ Danau/Laut-Lubang Tanah-Pantai/Tanah Lapang/ Kebun, Lainnya-Jumlah"
493,236,"Jumlah Penduduk, Persentase Penduduk, dan Rasio Jenis Kelamin Menurut Desa/Kelurahan di Kecamatan Bandar Seikijang",12,Kependudukan,0,NaN,NaN,46.0,Tidak Ada Satuan,1.0,bar,1404,Penduduk-Persentase Penduduk-Rasio Jenis Kelamin,2,Simpang Beringin-Sekijang-Lubuk Ogong-Muda Setia-Kiyap Jaya-Bandar Seikijang
494,237,"Jumlah Penduduk, Persentase Penduduk, dan Rasio Jenis Kelamin Menurut Desa/Kelurahan di Kecamatan Pangkalan Kerinci",12,Kependudukan,0,NaN,NaN,51.0,Tidak Ada Satuan,1.0,bar,1404,Penduduk-Persentase Penduduk-Rasio Jenis Kelamin,2,Rantau Baru-Kuala Terusan-Pangkalan Kerinci Kota-Mekar Jaya-Makmur-Pangkalan Kerinci Barat-Pangkalan Kerinci Timur-Kecamatan Pangkalan Kerinci
1059,237,Persentase Penduduk Berumur 15 Tahun ke Atas menurut  Kemampuan Membaca dan Menulis di Kabupaten Kepulauan Meranti,28,Pendidikan,0,NaN,NaN,34.0,Persen,1.0,bar,1410,Tidak Ada,0,Huruf Latin-Huruf Arab-Huruf Lainnya-Buta Huruf
495,238,"Jumlah Penduduk, Persentase Penduduk, dan Rasio Jenis Kelamin Menurut Desa/Kelurahan di Kecamatan Pangkalan Lesung",12,Kependudukan,0,NaN,NaN,53.0,Tidak Ada Satuan,1.0,bar,1404,Penduduk-Persentase Penduduk-Rasio Jenis Kelamin,2,Genduang-Rawang Sari-Sari Makmur-Mulia Subur-Mayang Sari-Sari Mulia-Dusun Tua-Pangkalan Lesung-Tanjung Kuyo-Pesaguan-Kecamatan Pangkalan Lesung
496,239,"Jumlah Penduduk, Persentase Penduduk, dan Rasio Jenis Kelamin Menurut Desa/Kelurahan di Kecamatan Kerumutan",12,Kependudukan,0,NaN,NaN,54.0,Tidak Ada Satuan,1.0,bar,1404,Penduduk-Persentase Penduduk-Rasio Jenis Kelamin,2,Bukit Lembah Subur-Banjar Panjang-Kerumutan-Beringin Makmur-Pematang Tinggi-Pangkalan Tampol-Pangkalan Panduk-Tanjung Air Hitam-Mak Teduh-Lipai Bulan-Kecamatan Kerumutan
1072,240,Persentase Penduduk yang Mempunyai Keluhan Kesehatan Selama Sebulan Terakhir menurut Jenis Kelamin di Kabupaten Kepulauan Meranti,30,Kesehatan,0,NaN,Bulan Pelaksanaan SUSENAS Bulan Maret,23.0,Persen,1.0,bar,1410,Tidak Ada,0,Laki-Laki-Perempuan-Jumlah
497,240,"Jumlah Penduduk, Persentase Penduduk, dan Rasio Jenis Kelamin Menurut Desa/Kelurahan di Kecamatan Kuala Kampar",12,Kependudukan,0,NaN,NaN,55.0,Tidak Ada Satuan,1.0,bar,1404,Penduduk-Persentase Penduduk-Rasio Jenis Kelamin,2,Serapung-Teluk-Teluk Dalam-Sokoi-Tanjung Sum-Sungai Solok-Sungai Upih-Teluk Beringin-Sungai Emas-Teluk Bakau-Kecamatan Kuala Kampar
498,241,"Jumlah Penduduk, Persentase Penduduk, dan Rasio Jenis Kelamin Menurut Desa/Kelurahan di Kecamatan Langgam",12,Kependudukan,0,NaN,NaN,45.0,Tidak Ada Satuan,1.0,bar,1404,Penduduk-Persentase Penduduk-Rasio Jenis Kelamin,2,Segati-Sotol-Tambak-Langkan-Pangkalan Gondai-Penarikan-Langgam-Padang Luas-Kecamatan Langgam
576,242,Jumlah Sekolah Dasar (SD) Menurut Desa/Kelurahan di Kecamatan Bandar Petalangan,28,Pendidikan,0,NaN,NaN,47.0,Tidak Ada Satuan,1.0,bar,1404,Negeri-Swasta-Jumlah,1,Kuala Semundam-Rawang Empat-Tambun-Terbangiang-Lubuk Terap-Angkasa-Sialang Godang-Lubuk Raja-Lubuk Keranji Timur-Sialang Bungkuk-Air Terjun-Bandar Petalangan
1073,243,Persentase Penduduk yang Mempunyai Keluhan Kesehatan Selama Sebulan Terakhir menurut Alasan Utama Tidak Berobat Jalan di Kabupaten Kepulauan Meranti,30,Kesehatan,0,NaN,Bulan Pelaksanaan SUSENAS Bulan Maret,37.0,Persen,1.0,bar,1410,Tidak Ada,0,Tidak Punya Biaya Berobat-Tidak Ada Biaya Transport-Tidak Ada Sarana Transportasi-Waktu Tunggu Pelayanan Lama-Mengobati Sendiri-Tidak Ada yang Mendampingi-Merasa Tidak Perlu-Lainnya-Jumlah 
577,243,Jumlah Sekolah Mengengah Pertama (SMP) Menurut Desa/Kelurahan di Kecamatan Bandar Petalangan,28,Pendidikan,0,NaN,NaN,47.0,Tidak Ada Satuan,1.0,bar,1404,Negeri-Swasta-Jumlah,1,Kuala Semundam-Rawang Empat-Tambun-Terbangiang-Lubuk Terap-Angkasa-Sialang Godang-Lubuk Raja-Lubuk Keranji Timur-Sialang Bungkuk-Air Terjun-Bandar Petalangan
1074,244,Persentase Perempuan Berumur 15-49 Tahun yang Pernah Melahirkan menurut Penolong Proses Kelahiran Terakhir di Kabupaten Kepulauan Meranti,30,Kesehatan,0,NaN,NaN,38.0,Persen,1.0,bar,1410,Tidak Ada,0,Dokter Kandungan-Dokter Umum-Bidan-Perawat-Dukun Beranak/Paraji-Lainnya-Jumlah
578,244,Jumlah Sekolah Menengah Atas (SMA) Menurut Desa/ Kelurahan di Kecamatan Bandar Petalangan,28,Pendidikan,0,NaN,NaN,47.0,Tidak Ada Satuan,1.0,bar,1404,Negeri-Swasta-Jumlah,1,Kuala Semundam-Rawang Empat-Tambun-Terbangiang-Lubuk Terap-Angkasa-Sialang Godang-Lubuk Raja-Lubuk Keranji Timur-Sialang Bungkuk-Air Terjun-Bandar Petalangan
1114,245,Luas Daerah,153,Geografi,0,NaN,NaN,7.0,Km2,1.0,bar,1410,Tidak Ada,0,Tebing Tinggi Barat-Tebing Tinggi-Tebing Tinggi Timur-Rangsang-Rangsang Pesisir-Rangsang Barat-Merbau-Pulau Merbau-Tasik Putri Puyu-Kepulauan Meranti
579,245,Jumlah Sekolah Menengah Kejurusan (SMK) Menurut Desa/Kelurahan di Kecamatan Bandar Petalangan,28,Pendidikan,0,NaN,NaN,47.0,Tidak Ada Satuan,1.0,bar,1404,Negeri-Swasta-Jumlah,1,Kuala Semundam-Rawang Empat-Tambun-Terbangiang-Lubuk Terap-Angkasa-Sialang Godang-Lubuk Raja-Lubuk Keranji Timur-Sialang Bungkuk-Air Terjun-Bandar Petalangan
1115,246,Tinggi Wilayah,153,Geografi,0,NaN,NaN,7.0,m,1.0,bar,1410,Tidak Ada,0,Tebing Tinggi Barat-Tebing Tinggi-Tebing Tinggi Timur-Rangsang-Rangsang Pesisir-Rangsang Barat-Merbau-Pulau Merbau-Tasik Putri Puyu-Kepulauan Meranti
580,246,Jumlah Sekolah Dasar (SD) Menurut Desa/Kelurahan di Kecamatan Bunut,28,Pendidikan,0,NaN,NaN,48.0,Tidak Ada Satuan,1.0,bar,1404,Negeri-Swasta-Jumlah,1,Merbau-Petani-Pangkalan Bunut-Lubuk Mas-Balam Merah-Bagan Laguh-Sungai Buluh-Lubuk Mandian Gajah-Keriung-Sialang Kayu Batu-Kecamatan Bunut
581,247,Jumlah Sekolah Mengengah Pertama (SMP) Menurut Desa/Kelurahan di Kecamatan Bunut,28,Pendidikan,0,NaN,NaN,48.0,Tidak Ada Satuan,1.0,bar,1404,Negeri-Swasta-Jumlah,1,Merbau-Petani-Pangkalan Bunut-Lubuk Mas-Balam Merah-Bagan Laguh-Sungai Buluh-Lubuk Mandian Gajah-Keriung-Sialang Kayu Batu-Kecamatan Bunut
582,248,Jumlah Sekolah Menengah Atas (SMA) Menurut Desa/ Kelurahan di Kecamatan Bunut,28,Pendidikan,0,NaN,NaN,48.0,Tidak Ada Satuan,1.0,bar,1404,Negeri-Swasta-Jumlah,1,Merbau-Petani-Pangkalan Bunut-Lubuk Mas-Balam Merah-Bagan Laguh-Sungai Buluh-Lubuk Mandian Gajah-Keriung-Sialang Kayu Batu-Kecamatan Bunut
1116,249,Jumlah Pulau,153,Geografi,0,NaN,NaN,7.0,Tidak Ada Satuan,1.0,bar,1410,Tidak Ada-Jumlah Pulau,2,Tebing Tinggi Barat-Tebing Tinggi-Tebing Tinggi Timur-Rangsang-Rangsang Pesisir-Rangsang Barat-Merbau-Pulau Merbau-Tasik Putri Puyu-Kepulauan Meranti
583,249,Jumlah Sekolah Menengah Kejurusan (SMK) Menurut Desa/Kelurahan di Kecamatan Bunut,28,Pendidikan,0,NaN,NaN,48.0,Tidak Ada Satuan,1.0,bar,1404,Negeri-Swasta-Jumlah,1,Merbau-Petani-Pangkalan Bunut-Lubuk Mas-Balam Merah-Bagan Laguh-Sungai Buluh-Lubuk Mandian Gajah-Keriung-Sialang Kayu Batu-Kecamatan Bunut
584,250,Jumlah Sekolah Dasar (SD) Menurut Desa/Kelurahan di Kecamatan Pelalawan,28,Pendidikan,0,NaN,NaN,49.0,Tidak Ada Satuan,1.0,bar,1404,Negeri-Swasta-Jumlah,1,Sungai Ara-Ransang-Kuala Tolam-Pelalawan-Telayap-Batang Nilo Kecil-Sering-Delik-Lalang Kabung-Kecamatan Pelalawan
1117,251,Jarak ke Ibukota,153,Geografi,0,NaN,NaN,7.0,km,1.0,bar,1410,Tidak Ada,0,Tebing Tinggi Barat-Tebing Tinggi-Tebing Tinggi Timur-Rangsang-Rangsang Pesisir-Rangsang Barat-Merbau-Pulau Merbau-Tasik Putri Puyu
585,251,Jumlah Sekolah Menengah Pertama (SMP) Menurut Desa/Kelurahan di Kecamatan Pelalawan,28,Pendidikan,0,NaN,NaN,49.0,Tidak Ada Satuan,1.0,bar,1404,Negeri-Swasta-Jumlah,1,Sungai Ara-Ransang-Kuala Tolam-Pelalawan-Telayap-Batang Nilo Kecil-Sering-Delik-Lalang Kabung-Kecamatan Pelalawan
586,252,Jumlah Sekolah Menengah Atas (SMA) Menurut Desa/ Kelurahan di Kecamatan Pelalawan,28,Pendidikan,0,NaN,NaN,49.0,Tidak Ada Satuan,1.0,bar,1404,Negeri-Swasta-Jumlah,1,Sungai Ara-Ransang-Kuala Tolam-Pelalawan-Telayap-Batang Nilo Kecil-Sering-Delik-Lalang Kabung-Kecamatan Pelalawan
587,253,Jumlah Sekolah Menengah Kejuruan (SMK) Menurut Desa/ Kelurahan di Kecamatan Pelalawan,28,Pendidikan,0,NaN,NaN,49.0,Tidak Ada Satuan,1.0,bar,1404,Negeri-Swasta-Jumlah,1,Sungai Ara-Ransang-Kuala Tolam-Pelalawan-Telayap-Batang Nilo Kecil-Sering-Delik-Lalang Kabung-Kecamatan Pelalawan
1017,253,Rata-rata pengeluaran perkapita sebulan,5,Konsumsi dan Pengeluaran,0,NaN,Sumber : BPS Kabupaten Kepulauan Meranti,39.0,Rupiah,1.0,bar,1410,Tidak Ada,0,"Padi-padian-Umbi-umbian-Ikan/udang/cumi/kerang-Daging-Telur dan susu-Sayur-sayuran-Kacang-kacangan-Buah-buahan-Minyak dan kelapa-Bahan minuman-Bumbu-bumbuan-Konsumsi lainnya-Makanan dan minuman jadi-Rokok dan tembakau-Jumlah Makanan-Perumahan dan Fasilitas Rumah Tangga-Aneka barang dan jasa-Pakaian, alas kaki, dan tutup kepala-Barang tahan lama-Pajak, pungutan, dan asuransi-Keperluan pesta dan upacara/kenduri-Jumlah Bukan Makanan-Rata-rata pengeluaran Kepulauan Meranti"
588,254,Jumlah Sekolah Dasar (SD) Menurut Desa/Kelurahan di Kecamatan Pangkalan Kuras,28,Pendidikan,0,NaN,NaN,50.0,Tidak Ada Satuan,1.0,bar,1404,Negeri-Swasta-Jumlah,1,Tanjung Beringin-Talau-Kesuma-Betung-Sorek Satu-Sorek Dua-Dundangan-Surya Indah-Beringin Indah-Sialang Indah-Terantang Manuk-Palas-Harapan Jaya-Meranti-Kemang-Batang Kulim-Sido Mukti-Kecamatan Pangkalan Kuras
1018,254,Rata-rata pengeluaran perkapita sebulan bukan makanan,5,Konsumsi dan Pengeluaran,0,NaN,Sumber : BPS Kabupaten Kepulauan Meranti,40.0,Rupiah,1.0,bar,1410,Tidak Ada,0,"Perumahan dan fasilitas rumah tangga-Aneka barang dan jasa-Pakaian, alas kaki, dan tutup kepala-Barang tahan lama-Pajak, pungutan, dan asuransi-Keperluan pesta dan upacara/kenduri -Jumlah Bukan Makanan"
1060,255,Angka Partisipasi Sekolah (APS),28,Pendidikan,0,NaN,Sumber : BPS Kabupaten Kepulauan Meranti,42.0,Tidak Ada Satuan,1.0,bar,1410,Angka Partisipasi Sekolah (APS),2,7 -12 tahun-13 - 15 tahun-16 - 18 tahun
589,255,Jumlah Sekolah Mengengah Pertama (SMP) Menurut Desa/Kelurahan di Kecamatan Pangkalan Kuras,28,Pendidikan,0,NaN,NaN,50.0,Tidak Ada Satuan,1.0,bar,1404,Negeri-Swasta-Jumlah,1,Tanjung Beringin-Talau-Kesuma-Betung-Sorek Satu-Sorek Dua-Dundangan-Surya Indah-Beringin Indah-Sialang Indah-Terantang Manuk-Palas-Harapan Jaya-Meranti-Kemang-Batang Kulim-Sido Mukti-Kecamatan Pangkalan Kuras
